date,commodity,contract_month,contract_year,price,unit,currency,volume,open_interest,source
2021/07/19,CORN,Sep,2021,3240,ZAR/Ton,ZAR,20,1294,JSE
2021/07/16,CORN,Sep,2021,3200,ZAR/Ton,ZAR,97,1284,JSE
2021/07/15,CORN,Sep,2021,3250,ZAR/Ton,ZAR,87,1194,JSE
2021/07/14,CORN,Sep,2021,3209,ZAR/Ton,ZAR,30,1139,JSE
2021/07/13,CORN,Sep,2021,3131,ZAR/Ton,ZAR,22,1144,JSE
2021/07/12,CORN,Sep,2021,3055,ZAR/Ton,ZAR,63,1144,JSE
2021/07/09,CORN,Sep,2021,3027,ZAR/Ton,ZAR,187,1201,JSE
2021/07/08,CORN,Sep,2021,3116,ZAR/Ton,ZAR,255,1270,JSE
2021/07/07,CORN,Sep,2021,3161,ZAR/Ton,ZAR,256,1270,JSE
2021/07/06,CORN,Sep,2021,3301,ZAR/Ton,ZAR,24,1392,JSE
2021/07/05,CORN,Sep,2021,3366,ZAR/Ton,ZAR,99,1381,JSE
2021/07/02,CORN,Sep,2021,3478,ZAR/Ton,ZAR,199,1326,JSE
2021/07/01,CORN,Sep,2021,3450,ZAR/Ton,ZAR,194,1282,JSE
2021/06/30,CORN,Sep,2021,3137,ZAR/Ton,ZAR,81,1265,JSE
2021/06/29,CORN,Sep,2021,3156,ZAR/Ton,ZAR,154,1218,JSE
2021/06/28,CORN,Sep,2021,3012,ZAR/Ton,ZAR,90,1093,JSE
2021/06/25,CORN,Sep,2021,3086,ZAR/Ton,ZAR,102,1045,JSE
2021/06/24,CORN,Sep,2021,3064,ZAR/Ton,ZAR,429,998,JSE
2021/06/23,CORN,Sep,2021,3123,ZAR/Ton,ZAR,133,789,JSE
2021/06/22,CORN,Sep,2021,3234,ZAR/Ton,ZAR,101,852,JSE
2021/06/21,CORN,Sep,2021,3191,ZAR/Ton,ZAR,76,824,JSE
2021/06/18,CORN,Sep,2021,3151,ZAR/Ton,ZAR,2,834,JSE
