Marketing Year,Week No,Commodity,Flow,Country,Port,Tons
2021/22,1,Wheat,Export of Imported Wheat,BOTSWANA,,499
2021/22,1,Wheat,Export of Imported Wheat,LESOTHO,,109
2021/22,1,Wheat,Import for RSA,LITHUANIA,,4370
2021/22,1,Wheat,Import per Harbour,,Durban,3725
2021/22,1,Wheat,Import per Harbour,,Port Elizabeth,645
2021/22,1,Wheat,RSA Export,ESWATINI (SWAZILAND),,34
2021/22,2,Wheat,Export of Imported Wheat,BOTSWANA,,850
2021/22,2,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1361
2021/22,2,Wheat,Export of Imported Wheat,LESOTHO,,491
2021/22,2,Wheat,Export of Imported Wheat,MOZAMBIQUE,,749
2021/22,2,Wheat,Import for Other Countries,LITHUANIA,,19866
2021/22,2,Wheat,Import for RSA,LATVIA,,5277
2021/22,2,Wheat,Import for RSA,LITHUANIA,,78966
2021/22,2,Wheat,Import per Harbour,,Cape Town,5277
2021/22,2,Wheat,Import per Harbour,,Durban,68687
2021/22,2,Wheat,Import per Harbour,,Port Elizabeth,3976
2021/22,2,Wheat,Import per Harbour,,Richards Bay,26169
2021/22,2,Wheat,RSA Export,BOTSWANA,,71
2021/22,2,Wheat,RSA Export,ESWATINI (SWAZILAND),,327
2021/22,2,Wheat,RSA Export,NAMIBIA,,304
2021/22,3,Wheat,Export of Imported Wheat,BOTSWANA,,1702
2021/22,3,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,662
2021/22,3,Wheat,Export of Imported Wheat,LESOTHO,,122
2021/22,3,Wheat,Export of Imported Wheat,MOZAMBIQUE,,491
2021/22,3,Wheat,Import for RSA,LATVIA,,3879
2021/22,3,Wheat,Import for RSA,LITHUANIA,,3034
2021/22,3,Wheat,Import for RSA,UNITED STATES,,10332
2021/22,3,Wheat,Import per Harbour,,Cape Town,3740
2021/22,3,Wheat,Import per Harbour,,Durban,13366
2021/22,3,Wheat,Import per Harbour,,Richards Bay,139
2021/22,3,Wheat,RSA Export,BOTSWANA,,204
2021/22,3,Wheat,RSA Export,ESWATINI (SWAZILAND),,205
2021/22,3,Wheat,RSA Export,NAMIBIA,,1185
2021/22,3,Wheat,RSA Export,ZIMBABWE,,34
2021/22,4,Wheat,Export of Imported Wheat,BOTSWANA,,1217
2021/22,4,Wheat,Export of Imported Wheat,MOZAMBIQUE,,932
2021/22,4,Wheat,Export of Imported Wheat,ZIMBABWE,,66
2021/22,4,Wheat,Import for Other Countries,LATVIA,,5010
2021/22,4,Wheat,Import for RSA,LATVIA,,17225
2021/22,4,Wheat,Import for RSA,LITHUANIA,,44848
2021/22,4,Wheat,Import per Harbour,,Durban,44848
2021/22,4,Wheat,Import per Harbour,,Richards Bay,22235
2021/22,4,Wheat,RSA Export,NAMIBIA,,460
2021/22,4,Wheat,RSA Export,ZIMBABWE,,68
2021/22,5,Wheat,Export of Imported Wheat,BOTSWANA,,1356
2021/22,5,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,604
2021/22,5,Wheat,Export of Imported Wheat,MOZAMBIQUE,,885
2021/22,5,Wheat,Export of Imported Wheat,ZIMBABWE,,5950
2021/22,5,Wheat,Import for Other Countries,LITHUANIA,,6146
2021/22,5,Wheat,Import for RSA,LATVIA,,11981
2021/22,5,Wheat,Import for RSA,LITHUANIA,,48814
2021/22,5,Wheat,Import per Harbour,,Durban,54960
2021/22,5,Wheat,Import per Harbour,,Richards Bay,11981
2021/22,6,Wheat,Export of Imported Wheat,BOTSWANA,,173
2021/22,6,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,824
2021/22,6,Wheat,Export of Imported Wheat,LESOTHO,,1587
2021/22,6,Wheat,Export of Imported Wheat,MOZAMBIQUE,,840
2021/22,6,Wheat,Export of Imported Wheat,ZIMBABWE,,1084
2021/22,6,Wheat,Import for Other Countries,POLAND,,5763
2021/22,6,Wheat,Import for RSA,LATVIA,,9029
2021/22,6,Wheat,Import for RSA,POLAND,,18514
2021/22,6,Wheat,Import per Harbour,,Durban,24277
2021/22,6,Wheat,Import per Harbour,,East London,9029
2021/22,6,Wheat,RSA Export,LESOTHO,,106
2021/22,6,Wheat,RSA Export,NAMIBIA,,493
2021/22,7,Wheat,Export of Imported Wheat,BOTSWANA,,71
2021/22,7,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1578
2021/22,7,Wheat,Export of Imported Wheat,LESOTHO,,975
2021/22,7,Wheat,Export of Imported Wheat,MOZAMBIQUE,,558
2021/22,7,Wheat,Import for RSA,POLAND,,30053
2021/22,7,Wheat,Import per Harbour,,Durban,30053
2021/22,7,Wheat,RSA Export,BOTSWANA,,529
2021/22,7,Wheat,RSA Export,LESOTHO,,69
2021/22,7,Wheat,RSA Export,NAMIBIA,,819
2021/22,7,Wheat,RSA Export,ZIMBABWE,,35
2021/22,8,Wheat,Export of Imported Wheat,BOTSWANA,,674
2021/22,8,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1258
2021/22,8,Wheat,Export of Imported Wheat,LESOTHO,,1362
2021/22,8,Wheat,Export of Imported Wheat,MOZAMBIQUE,,749
2021/22,8,Wheat,Import for Other Countries,LITHUANIA,,2021
2021/22,8,Wheat,Import for RSA,LITHUANIA,,39190
2021/22,8,Wheat,Import per Harbour,,Durban,41211
2021/22,8,Wheat,RSA Export,BOTSWANA,,1008
2021/22,8,Wheat,RSA Export,LESOTHO,,34
2021/22,8,Wheat,RSA Export,NAMIBIA,,107
2021/22,8,Wheat,RSA Export,ZIMBABWE,,100
2021/22,9,Wheat,Export of Imported Wheat,BOTSWANA,,1137
2021/22,9,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1088
2021/22,9,Wheat,Export of Imported Wheat,LESOTHO,,176
2021/22,9,Wheat,Export of Imported Wheat,MOZAMBIQUE,,750
2021/22,9,Wheat,Import for RSA,LITHUANIA,,11527
2021/22,9,Wheat,Import per Harbour,,Durban,11527
2021/22,9,Wheat,RSA Export,BOTSWANA,,996
2021/22,9,Wheat,RSA Export,LESOTHO,,1458
2021/22,9,Wheat,RSA Export,NAMIBIA,,72
2021/22,10,Wheat,Export of Imported Wheat,BOTSWANA,,245
2021/22,10,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1143
2021/22,10,Wheat,Export of Imported Wheat,LESOTHO,,529
2021/22,10,Wheat,Export of Imported Wheat,MOZAMBIQUE,,749
2021/22,10,Wheat,RSA Export,BOTSWANA,,1098
2021/22,10,Wheat,RSA Export,LESOTHO,,456
2021/22,10,Wheat,RSA Export,NAMIBIA,,324
2021/22,11,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1300
2021/22,11,Wheat,Export of Imported Wheat,LESOTHO,,1090
2021/22,11,Wheat,Export of Imported Wheat,MOZAMBIQUE,,568
2021/22,11,Wheat,RSA Export,BOTSWANA,,1646
2021/22,11,Wheat,RSA Export,LESOTHO,,281
2021/22,11,Wheat,RSA Export,NAMIBIA,,39
2021/22,12,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1117
2021/22,12,Wheat,Export of Imported Wheat,MOZAMBIQUE,,533
2021/22,12,Wheat,RSA Export,BOTSWANA,,2560
2021/22,12,Wheat,RSA Export,LESOTHO,,736
2021/22,12,Wheat,RSA Export,NAMIBIA,,254
2021/22,13,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,961
2021/22,13,Wheat,Export of Imported Wheat,MOZAMBIQUE,,109
2021/22,13,Wheat,RSA Export,BOTSWANA,,2267
2021/22,13,Wheat,RSA Export,ESWATINI (SWAZILAND),,67
2021/22,13,Wheat,RSA Export,LESOTHO,,2147
2021/22,14,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,512
2021/22,14,Wheat,Export of Imported Wheat,MOZAMBIQUE,,37
2021/22,14,Wheat,RSA Export,BOTSWANA,,1845
2021/22,14,Wheat,RSA Export,LESOTHO,,2318
2021/22,15,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,925
2021/22,15,Wheat,Export of Imported Wheat,LESOTHO,,44
2021/22,15,Wheat,Export of Imported Wheat,MOZAMBIQUE,,539
2021/22,15,Wheat,RSA Export,BOTSWANA,,2898
2021/22,15,Wheat,RSA Export,ESWATINI (SWAZILAND),,33
2021/22,15,Wheat,RSA Export,LESOTHO,,1046
2021/22,15,Wheat,RSA Export,NAMIBIA,,72
2021/22,16,Wheat,Export of Imported Wheat,BOTSWANA,,1557
2021/22,16,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1372
2021/22,16,Wheat,Export of Imported Wheat,LESOTHO,,1721
2021/22,16,Wheat,Export of Imported Wheat,MOZAMBIQUE,,500
2021/22,16,Wheat,Import for Other Countries,ARGENTINA,,14018
2021/22,16,Wheat,Import for RSA,ARGENTINA,,8010
2021/22,16,Wheat,Import per Harbour,,Durban,22028
2021/22,16,Wheat,RSA Export,BOTSWANA,,2322
2021/22,16,Wheat,RSA Export,LESOTHO,,2207
2021/22,16,Wheat,RSA Export,NAMIBIA,,1255
2021/22,16,Wheat,RSA Export,ZIMBABWE,,1231
2021/22,17,Wheat,Export of Imported Wheat,BOTSWANA,,2147
2021/22,17,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1438
2021/22,17,Wheat,Export of Imported Wheat,LESOTHO,,2580
2021/22,17,Wheat,Export of Imported Wheat,MOZAMBIQUE,,570
2021/22,17,Wheat,RSA Export,BOTSWANA,,2526
2021/22,17,Wheat,RSA Export,LESOTHO,,1031
2021/22,17,Wheat,RSA Export,NAMIBIA,,180
2021/22,17,Wheat,RSA Export,ZIMBABWE,,1416
2021/22,18,Wheat,Export of Imported Wheat,BOTSWANA,,1555
2021/22,18,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1396
2021/22,18,Wheat,Export of Imported Wheat,LESOTHO,,855
2021/22,18,Wheat,Export of Imported Wheat,MOZAMBIQUE,,680
2021/22,18,Wheat,Import for Other Countries,POLAND,,5554
2021/22,18,Wheat,Import for RSA,POLAND,,29014
2021/22,18,Wheat,Import per Harbour,,Durban,34568
2021/22,18,Wheat,RSA Export,BOTSWANA,,1566
2021/22,18,Wheat,RSA Export,LESOTHO,,2643
2021/22,18,Wheat,RSA Export,NAMIBIA,,401
2021/22,18,Wheat,RSA Export,ZIMBABWE,,1997
2021/22,19,Wheat,Export of Imported Wheat,BOTSWANA,,1597
2021/22,19,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,147
2021/22,19,Wheat,Export of Imported Wheat,LESOTHO,,1831
2021/22,19,Wheat,Export of Imported Wheat,MOZAMBIQUE,,503
2021/22,19,Wheat,Import for Other Countries,ARGENTINA,,1312
2021/22,19,Wheat,Import for RSA,ARGENTINA,,24237
2021/22,19,Wheat,Import for RSA,AUSTRALIA,,3193
2021/22,19,Wheat,Import for RSA,POLAND,,10031
2021/22,19,Wheat,Import per Harbour,,Cape Town,10031
2021/22,19,Wheat,Import per Harbour,,Durban,28742
2021/22,19,Wheat,RSA Export,BOTSWANA,,2470
2021/22,19,Wheat,RSA Export,LESOTHO,,1404
2021/22,19,Wheat,RSA Export,NAMIBIA,,333
2021/22,19,Wheat,RSA Export,ZIMBABWE,,1040
2021/22,20,Wheat,Export of Imported Wheat,BOTSWANA,,918
2021/22,20,Wheat,Export of Imported Wheat,MOZAMBIQUE,,318
2021/22,20,Wheat,Import for RSA,ARGENTINA,,28948
2021/22,20,Wheat,Import for RSA,AUSTRALIA,,20377
2021/22,20,Wheat,Import per Harbour,,Durban,49325
2021/22,20,Wheat,RSA Export,BOTSWANA,,1544
2021/22,20,Wheat,RSA Export,LESOTHO,,2917
2021/22,20,Wheat,RSA Export,NAMIBIA,,1080
2021/22,20,Wheat,RSA Export,ZIMBABWE,,2074
2021/22,21,Wheat,Export of Imported Wheat,LESOTHO,,1565
2021/22,21,Wheat,Import for Other Countries,ARGENTINA,,2327
2021/22,21,Wheat,Import for RSA,ARGENTINA,,16668
2021/22,21,Wheat,Import for RSA,AUSTRALIA,,18284
2021/22,21,Wheat,Import per Harbour,,Cape Town,10282
2021/22,21,Wheat,Import per Harbour,,Durban,18995
2021/22,21,Wheat,Import per Harbour,,Port Elizabeth,8002
2021/22,21,Wheat,RSA Export,BOTSWANA,,1128
2021/22,21,Wheat,RSA Export,LESOTHO,,2224
2021/22,21,Wheat,RSA Export,NAMIBIA,,1044
2021/22,21,Wheat,RSA Export,ZAMBIA,,837
2021/22,21,Wheat,RSA Export,ZIMBABWE,,837
2021/22,22,Wheat,Export of Imported Wheat,BOTSWANA,,177
2021/22,22,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1223
2021/22,22,Wheat,Export of Imported Wheat,LESOTHO,,2135
2021/22,22,Wheat,Import for Other Countries,ARGENTINA,,8464
2021/22,22,Wheat,Import for Other Countries,AUSTRALIA,,3299
2021/22,22,Wheat,Import for RSA,ARGENTINA,,53457
2021/22,22,Wheat,Import for RSA,AUSTRALIA,,30410
2021/22,22,Wheat,Import per Harbour,,Cape Town,12914
2021/22,22,Wheat,Import per Harbour,,Durban,82716
2021/22,22,Wheat,RSA Export,BOTSWANA,,482
2021/22,22,Wheat,RSA Export,LESOTHO,,1500
2021/22,22,Wheat,RSA Export,NAMIBIA,,3116
2021/22,22,Wheat,RSA Export,ZAMBIA,,483
2021/22,23,Wheat,Export of Imported Wheat,BOTSWANA,,392
2021/22,23,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,296
2021/22,23,Wheat,Export of Imported Wheat,LESOTHO,,532
2021/22,23,Wheat,Import for Other Countries,BRAZIL,,3983
2021/22,23,Wheat,Import for RSA,AUSTRALIA,,9397
2021/22,23,Wheat,Import for RSA,BRAZIL,,66589
2021/22,23,Wheat,Import per Harbour,,Cape Town,2195
2021/22,23,Wheat,Import per Harbour,,Durban,70572
2021/22,23,Wheat,Import per Harbour,,East London,7202
2021/22,23,Wheat,RSA Export,BOTSWANA,,1259
2021/22,23,Wheat,RSA Export,LESOTHO,,206
2021/22,23,Wheat,RSA Export,NAMIBIA,,516
2021/22,23,Wheat,RSA Export,ZAMBIA,,484
2021/22,23,Wheat,RSA Export,ZIMBABWE,,879
2021/22,24,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1985
2021/22,24,Wheat,Export of Imported Wheat,LESOTHO,,286
2021/22,24,Wheat,Import for RSA,AUSTRALIA,,5851
2021/22,24,Wheat,Import for RSA,BRAZIL,,38107
2021/22,24,Wheat,Import per Harbour,,Cape Town,5851
2021/22,24,Wheat,Import per Harbour,,Durban,38107
2021/22,24,Wheat,RSA Export,BOTSWANA,,1457
2021/22,24,Wheat,RSA Export,LESOTHO,,466
2021/22,24,Wheat,RSA Export,NAMIBIA,,300
2021/22,24,Wheat,RSA Export,ZAMBIA,,315
2021/22,24,Wheat,RSA Export,ZIMBABWE,,34
2021/22,25,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1700
2021/22,25,Wheat,Import for RSA,ARGENTINA,,28043
2021/22,25,Wheat,Import per Harbour,,Cape Town,21805
2021/22,25,Wheat,Import per Harbour,,Durban,6238
2021/22,25,Wheat,RSA Export,BOTSWANA,,1954
2021/22,25,Wheat,RSA Export,LESOTHO,,805
2021/22,25,Wheat,RSA Export,NAMIBIA,,2139
2021/22,25,Wheat,RSA Export,ZAMBIA,,2588
2021/22,25,Wheat,RSA Export,ZIMBABWE,,2463
2021/22,26,Wheat,Export of Imported Wheat,BOTSWANA,,1310
2021/22,26,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,3034
2021/22,26,Wheat,Import for Other Countries,ARGENTINA,,2690
2021/22,26,Wheat,Import for RSA,ARGENTINA,,21795
2021/22,26,Wheat,Import for RSA,BRAZIL,,14591
2021/22,26,Wheat,Import per Harbour,,Durban,39076
2021/22,26,Wheat,RSA Export,BOTSWANA,,1151
2021/22,26,Wheat,RSA Export,LESOTHO,,680
2021/22,26,Wheat,RSA Export,NAMIBIA,,1877
2021/22,26,Wheat,RSA Export,ZAMBIA,,409
2021/22,27,Wheat,Export of Imported Wheat,BOTSWANA,,537
2021/22,27,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,475
2021/22,27,Wheat,Export of Imported Wheat,LESOTHO,,188
2021/22,27,Wheat,Import for RSA,ARGENTINA,,30000
2021/22,27,Wheat,Import for RSA,BRAZIL,,30325
2021/22,27,Wheat,Import per Harbour,,Durban,60325
2021/22,27,Wheat,RSA Export,BOTSWANA,,1296
2021/22,27,Wheat,RSA Export,LESOTHO,,2983
2021/22,27,Wheat,RSA Export,NAMIBIA,,1132
2021/22,27,Wheat,RSA Export,ZAMBIA,,482
2021/22,28,Wheat,Export of Imported Wheat,BOTSWANA,,563
2021/22,28,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,859
2021/22,28,Wheat,Export of Imported Wheat,LESOTHO,,1247
2021/22,28,Wheat,RSA Export,BOTSWANA,,692
2021/22,28,Wheat,RSA Export,LESOTHO,,702
2021/22,28,Wheat,RSA Export,NAMIBIA,,834
2021/22,28,Wheat,RSA Export,ZAMBIA,,1604
2021/22,28,Wheat,RSA Export,ZIMBABWE,,1576
2021/22,29,Wheat,Export of Imported Wheat,BOTSWANA,,280
2021/22,29,Wheat,Export of Imported Wheat,LESOTHO,,646
2021/22,29,Wheat,Import for RSA,ARGENTINA,,8124
2021/22,29,Wheat,Import for RSA,BRAZIL,,8268
2021/22,29,Wheat,Import per Harbour,,Cape Town,8124
2021/22,29,Wheat,Import per Harbour,,Durban,8268
2021/22,29,Wheat,RSA Export,BOTSWANA,,564
2021/22,29,Wheat,RSA Export,LESOTHO,,1033
2021/22,29,Wheat,RSA Export,NAMIBIA,,1508
2021/22,29,Wheat,RSA Export,ZAMBIA,,577
2021/22,29,Wheat,RSA Export,ZIMBABWE,,1151
2021/22,30,Wheat,Export of Imported Wheat,LESOTHO,,983
2021/22,30,Wheat,Import for Other Countries,AUSTRALIA,,2986
2021/22,30,Wheat,Import for RSA,ARGENTINA,,1871
2021/22,30,Wheat,Import for RSA,AUSTRALIA,,7200
2021/22,30,Wheat,Import for RSA,BRAZIL,,47422
2021/22,30,Wheat,Import per Harbour,,Cape Town,1871
2021/22,30,Wheat,Import per Harbour,,Durban,57608
2021/22,30,Wheat,RSA Export,BOTSWANA,,519
2021/22,30,Wheat,RSA Export,LESOTHO,,448
2021/22,30,Wheat,RSA Export,NAMIBIA,,497
2021/22,30,Wheat,RSA Export,ZAMBIA,,1624
2021/22,30,Wheat,RSA Export,ZIMBABWE,,1979
2021/22,31,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1107
2021/22,31,Wheat,Export of Imported Wheat,LESOTHO,,761
2021/22,31,Wheat,Import for Other Countries,AUSTRALIA,,3299
2021/22,31,Wheat,Import for RSA,AUSTRALIA,,22494
2021/22,31,Wheat,Import per Harbour,,Durban,25793
2021/22,31,Wheat,RSA Export,BOTSWANA,,2955
2021/22,31,Wheat,RSA Export,LESOTHO,,1255
2021/22,31,Wheat,RSA Export,NAMIBIA,,1015
2021/22,31,Wheat,RSA Export,ZAMBIA,,1137
2021/22,31,Wheat,RSA Export,ZIMBABWE,,1743
2021/22,32,Wheat,Export of Imported Wheat,BOTSWANA,,1379
2021/22,32,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1364
2021/22,32,Wheat,Import for Other Countries,ARGENTINA,,16369
2021/22,32,Wheat,Import for RSA,ARGENTINA,,26264
2021/22,32,Wheat,Import for RSA,LITHUANIA,,14291
2021/22,32,Wheat,Import per Harbour,,Cape Town,14291
2021/22,32,Wheat,Import per Harbour,,Durban,42633
2021/22,32,Wheat,RSA Export,BOTSWANA,,459
2021/22,32,Wheat,RSA Export,LESOTHO,,174
2021/22,32,Wheat,RSA Export,NAMIBIA,,1828
2021/22,32,Wheat,RSA Export,ZAMBIA,,1013
2021/22,32,Wheat,RSA Export,ZIMBABWE,,3721
2021/22,33,Wheat,Export of Imported Wheat,BOTSWANA,,2346
2021/22,33,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,515
2021/22,33,Wheat,Import for RSA,ARGENTINA,,8582
2021/22,33,Wheat,Import for RSA,LITHUANIA,,1614
2021/22,33,Wheat,Import for RSA,POLAND,,37973
2021/22,33,Wheat,Import per Harbour,,Cape Town,10196
2021/22,33,Wheat,Import per Harbour,,Durban,37973
2021/22,33,Wheat,RSA Export,BOTSWANA,,555
2021/22,33,Wheat,RSA Export,NAMIBIA,,1829
2021/22,33,Wheat,RSA Export,ZAMBIA,,1947
2021/22,33,Wheat,RSA Export,ZIMBABWE,,2280
2021/22,34,Wheat,Export of Imported Wheat,BOTSWANA,,2924
2021/22,34,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,929
2021/22,34,Wheat,Import for Other Countries,AUSTRALIA,,4830
2021/22,34,Wheat,Import for RSA,AUSTRALIA,,1963
2021/22,34,Wheat,Import for RSA,LITHUANIA,,17474
2021/22,34,Wheat,Import per Harbour,,Durban,24267
2021/22,34,Wheat,RSA Export,BOTSWANA,,821
2021/22,34,Wheat,RSA Export,NAMIBIA,,2031
2021/22,34,Wheat,RSA Export,ZAMBIA,,1371
2021/22,34,Wheat,RSA Export,ZIMBABWE,,2266
2021/22,35,Wheat,Export of Imported Wheat,BOTSWANA,,2347
2021/22,35,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2076
2021/22,35,Wheat,Export of Imported Wheat,LESOTHO,,158
2021/22,35,Wheat,Import for Other Countries,AUSTRALIA,,148
2021/22,35,Wheat,Import for RSA,AUSTRALIA,,38674
2021/22,35,Wheat,Import per Harbour,,Durban,38822
2021/22,35,Wheat,RSA Export,BOTSWANA,,1704
2021/22,35,Wheat,RSA Export,NAMIBIA,,1570
2021/22,35,Wheat,RSA Export,ZAMBIA,,888
2021/22,35,Wheat,RSA Export,ZIMBABWE,,2833
2021/22,36,Wheat,Export of Imported Wheat,BOTSWANA,,2497
2021/22,36,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1819
2021/22,36,Wheat,Import for Other Countries,ARGENTINA,,18342
2021/22,36,Wheat,Import for RSA,ARGENTINA,,25734
2021/22,36,Wheat,Import for RSA,AUSTRALIA,,6171
2021/22,36,Wheat,Import for RSA,POLAND,,7287
2021/22,36,Wheat,Import per Harbour,,Cape Town,7287
2021/22,36,Wheat,Import per Harbour,,Durban,44076
2021/22,36,Wheat,Import per Harbour,,East London,6171
2021/22,36,Wheat,RSA Export,BOTSWANA,,765
2021/22,36,Wheat,RSA Export,LESOTHO,,496
2021/22,36,Wheat,RSA Export,NAMIBIA,,323
2021/22,36,Wheat,RSA Export,ZAMBIA,,2341
2021/22,36,Wheat,RSA Export,ZIMBABWE,,4172
2021/22,37,Wheat,Export of Imported Wheat,BOTSWANA,,3742
2021/22,37,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1143
2021/22,37,Wheat,Import for RSA,ARGENTINA,,1731
2021/22,37,Wheat,Import for RSA,POLAND,,15978
2021/22,37,Wheat,Import for RSA,UNITED STATES,,22001
2021/22,37,Wheat,Import per Harbour,,Cape Town,15978
2021/22,37,Wheat,Import per Harbour,,Durban,23732
2021/22,37,Wheat,RSA Export,BOTSWANA,,1742
2021/22,37,Wheat,RSA Export,LESOTHO,,781
2021/22,37,Wheat,RSA Export,NAMIBIA,,725
2021/22,37,Wheat,RSA Export,ZAMBIA,,543
2021/22,37,Wheat,RSA Export,ZIMBABWE,,4566
2021/22,38,Wheat,Export of Imported Wheat,BOTSWANA,,3605
2021/22,38,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,1822
2021/22,38,Wheat,Import for RSA,ARGENTINA,,5187
2021/22,38,Wheat,Import for RSA,POLAND,,9008
2021/22,38,Wheat,Import per Harbour,,Durban,5187
2021/22,38,Wheat,Import per Harbour,,Port Elizabeth,9008
2021/22,38,Wheat,RSA Export,BOTSWANA,,1435
2021/22,38,Wheat,RSA Export,NAMIBIA,,1322
2021/22,38,Wheat,RSA Export,ZAMBIA,,2198
2021/22,38,Wheat,RSA Export,ZIMBABWE,,1728
2021/22,39,Wheat,Export of Imported Wheat,BOTSWANA,,3858
2021/22,39,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,2043
2021/22,39,Wheat,Import for RSA,ARGENTINA,,9892
2021/22,39,Wheat,Import for RSA,BRAZIL,,37337
2021/22,39,Wheat,Import per Harbour,,Durban,47229
2021/22,39,Wheat,RSA Export,BOTSWANA,,1693
2021/22,39,Wheat,RSA Export,LESOTHO,,34
2021/22,39,Wheat,RSA Export,NAMIBIA,,1802
2021/22,39,Wheat,RSA Export,ZAMBIA,,452
2021/22,39,Wheat,RSA Export,ZIMBABWE,,2297
2021/22,40,Wheat,Export of Imported Wheat,BOTSWANA,,3786
2021/22,40,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,479
2021/22,40,Wheat,Import for RSA,AUSTRALIA,,7207
2021/22,40,Wheat,Import for RSA,POLAND,,22323
2021/22,40,Wheat,Import per Harbour,,Durban,29530
2021/22,40,Wheat,RSA Export,BOTSWANA,,1565
2021/22,40,Wheat,RSA Export,NAMIBIA,,1030
2021/22,40,Wheat,RSA Export,ZAMBIA,,2132
2021/22,40,Wheat,RSA Export,ZIMBABWE,,4597
2021/22,41,Wheat,Export of Imported Wheat,BOTSWANA,,1287
2021/22,41,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,473
2021/22,41,Wheat,Import for Other Countries,AUSTRALIA,,1328
2021/22,41,Wheat,Import for RSA,AUSTRALIA,,29740
2021/22,41,Wheat,Import per Harbour,,Durban,6538
2021/22,41,Wheat,Import per Harbour,,Richards Bay,24530
2021/22,41,Wheat,RSA Export,BOTSWANA,,2006
2021/22,41,Wheat,RSA Export,LESOTHO,,75
2021/22,41,Wheat,RSA Export,NAMIBIA,,1313
2021/22,41,Wheat,RSA Export,ZAMBIA,,2166
2021/22,41,Wheat,RSA Export,ZIMBABWE,,1818
2021/22,42,Wheat,Export of Imported Wheat,BOTSWANA,,386
2021/22,42,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,222
2021/22,42,Wheat,Import for RSA,AUSTRALIA,,50870
2021/22,42,Wheat,Import per Harbour,,Durban,37139
2021/22,42,Wheat,Import per Harbour,,East London,5428
2021/22,42,Wheat,Import per Harbour,,Richards Bay,8303
2021/22,42,Wheat,RSA Export,BOTSWANA,,1507
2021/22,42,Wheat,RSA Export,LESOTHO,,789
2021/22,42,Wheat,RSA Export,NAMIBIA,,1704
2021/22,42,Wheat,RSA Export,ZAMBIA,,2795
2021/22,42,Wheat,RSA Export,ZIMBABWE,,1392
2021/22,43,Wheat,Export of Imported Wheat,BOTSWANA,,460
2021/22,43,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,332
2021/22,43,Wheat,Import for Other Countries,AUSTRALIA,,2173
2021/22,43,Wheat,Import for RSA,AUSTRALIA,,62248
2021/22,43,Wheat,Import per Harbour,,Cape Town,9400
2021/22,43,Wheat,Import per Harbour,,Durban,55021
2021/22,43,Wheat,RSA Export,BOTSWANA,,1264
2021/22,43,Wheat,RSA Export,LESOTHO,,1020
2021/22,43,Wheat,RSA Export,NAMIBIA,,2051
2021/22,43,Wheat,RSA Export,ZAMBIA,,2382
2021/22,43,Wheat,RSA Export,ZIMBABWE,,514
2021/22,44,Wheat,Export of Imported Wheat,BOTSWANA,,748
2021/22,44,Wheat,Export of Imported Wheat,ESWATINI (SWAZILAND),,963
2021/22,44,Wheat,RSA Export,BOTSWANA,,1046
2021/22,44,Wheat,RSA Export,LESOTHO,,862
2021/22,44,Wheat,RSA Export,NAMIBIA,,1766
