date,commodity,contract_month,contract_year,price,unit,currency,volume,open_interest,source
2021/03/11,SOYB,May,2021,7880,ZAR/Ton,ZAR,113,6173,JSE
2021/03/10,SOYB,May,2021,8030,ZAR/Ton,ZAR,1997,6187,JSE
2021/03/09,SOYB,May,2021,8023,ZAR/Ton,ZAR,2175,7211,JSE
2021/03/08,SOYB,May,2021,7937,ZAR/Ton,ZAR,417,7724,JSE
2021/03/05,SOYB,May,2021,7787,ZAR/Ton,ZAR,267,7597,JSE
2021/03/04,SOYB,May,2021,7738,ZAR/Ton,ZAR,209,7537,JSE
2021/03/03,SOYB,May,2021,7712,ZAR/Ton,ZAR,184,7501,JSE
2021/03/02,SOYB,May,2021,7719,ZAR/Ton,ZAR,119,7511,JSE
2021/03/01,SOYB,May,2021,7819,ZAR/Ton,ZAR,218,7511,JSE
2021/02/26,SOYB,May,2021,7673,ZAR/Ton,ZAR,174,7473,JSE
2021/02/25,SOYB,May,2021,7746,ZAR/Ton,ZAR,255,7478,JSE
2021/02/24,SOYB,May,2021,7596,ZAR/Ton,ZAR,316,7467,JSE
2021/02/23,SOYB,May,2021,7649,ZAR/Ton,ZAR,186,7357,JSE
2021/02/22,SOYB,May,2021,7560,ZAR/Ton,ZAR,269,7386,JSE
2021/02/19,SOYB,May,2021,7499,ZAR/Ton,ZAR,210,7403,JSE
2021/02/18,SOYB,May,2021,7572,ZAR/Ton,ZAR,167,7435,JSE
2021/02/17,SOYB,May,2021,7665,ZAR/Ton,ZAR,337,7421,JSE
2021/02/16,SOYB,May,2021,7520,ZAR/Ton,ZAR,403,7450,JSE
2021/02/15,SOYB,May,2021,7526,ZAR/Ton,ZAR,228,7680,JSE
2021/02/12,SOYB,May,2021,7611,ZAR/Ton,ZAR,476,7730,JSE
2021/02/11,SOYB,May,2021,7629,ZAR/Ton,ZAR,10,7867,JSE
2021/02/10,SOYB,May,2021,7779,ZAR/Ton,ZAR,242,7869,JSE
2021/02/09,SOYB,May,2021,7846,ZAR/Ton,ZAR,865,7889,JSE
2021/02/08,SOYB,May,2021,7710,ZAR/Ton,ZAR,81,7819,JSE
2021/02/05,SOYB,May,2021,7700,ZAR/Ton,ZAR,58,7788,JSE
2021/02/04,SOYB,May,2021,7630,ZAR/Ton,ZAR,189,7772,JSE
2021/02/03,SOYB,May,2021,7500,ZAR/Ton,ZAR,164,7771,JSE
2021/02/02,SOYB,May,2021,7612,ZAR/Ton,ZAR,178,7770,JSE
2021/02/01,SOYB,May,2021,7743,ZAR/Ton,ZAR,266,7759,JSE
2021/01/29,SOYB,May,2021,7770,ZAR/Ton,ZAR,177,7783,JSE
2021/01/28,SOYB,May,2021,7907,ZAR/Ton,ZAR,496,7777,JSE
2021/01/27,SOYB,May,2021,7935,ZAR/Ton,ZAR,379,7809,JSE
2021/01/26,SOYB,May,2021,7820,ZAR/Ton,ZAR,616,7894,JSE
2021/01/25,SOYB,May,2021,7712,ZAR/Ton,ZAR,540,7986,JSE
2021/01/22,SOYB,May,2021,7749,ZAR/Ton,ZAR,679,8079,JSE
2021/01/21,SOYB,May,2021,7726,ZAR/Ton,ZAR,1110,8179,JSE
2021/01/20,SOYB,May,2021,7732,ZAR/Ton,ZAR,120,8433,JSE
2021/01/19,SOYB,May,2021,7957,ZAR/Ton,ZAR,898,8433,JSE
2021/01/18,SOYB,May,2021,8107,ZAR/Ton,ZAR,519,8155,JSE
2021/01/15,SOYB,May,2021,8257,ZAR/Ton,ZAR,474,8433,JSE
2021/01/14,SOYB,May,2021,8261,ZAR/Ton,ZAR,723,8326,JSE
2021/01/13,SOYB,May,2021,8390,ZAR/Ton,ZAR,857,8310,JSE
2021/01/12,SOYB,May,2021,8244,ZAR/Ton,ZAR,971,8464,JSE
2021/01/11,SOYB,May,2021,8293,ZAR/Ton,ZAR,809,8364,JSE
2021/01/08,SOYB,May,2021,8143,ZAR/Ton,ZAR,1263,8181,JSE
2021/01/07,SOYB,May,2021,7993,ZAR/Ton,ZAR,1125,7883,JSE
2021/01/06,SOYB,May,2021,8010,ZAR/Ton,ZAR,232,7570,JSE
2021/01/05,SOYB,May,2021,7860,ZAR/Ton,ZAR,269,7523,JSE
2021/01/04,SOYB,May,2021,7895,ZAR/Ton,ZAR,349,7409,JSE
2020/12/31,SOYB,May,2021,7800,ZAR/Ton,ZAR,262,7354,JSE
2020/12/30,SOYB,May,2021,7693,ZAR/Ton,ZAR,320,7246,JSE
2020/12/29,SOYB,May,2021,7619,ZAR/Ton,ZAR,63,7192,JSE
2020/12/28,SOYB,May,2021,7599,ZAR/Ton,ZAR,148,7150,JSE
2020/12/24,SOYB,May,2021,7554,ZAR/Ton,ZAR,70,7086,JSE
2020/12/23,SOYB,May,2021,7540,ZAR/Ton,ZAR,122,7045,JSE
2020/12/22,SOYB,May,2021,7534,ZAR/Ton,ZAR,245,7025,JSE
2020/12/21,SOYB,May,2021,7513,ZAR/Ton,ZAR,375,6956,JSE
2020/12/18,SOYB,May,2021,7375,ZAR/Ton,ZAR,506,6869,JSE
2020/12/17,SOYB,May,2021,7314,ZAR/Ton,ZAR,494,6842,JSE
2020/12/15,SOYB,May,2021,7223,ZAR/Ton,ZAR,234,6760,JSE
2020/12/14,SOYB,May,2021,7194,ZAR/Ton,ZAR,285,6746,JSE
2020/12/11,SOYB,May,2021,7123,ZAR/Ton,ZAR,297,6713,JSE
2020/12/10,SOYB,May,2021,7210,ZAR/Ton,ZAR,1199,6669,JSE
2020/12/09,SOYB,May,2021,7131,ZAR/Ton,ZAR,270,6910,JSE
2020/12/08,SOYB,May,2021,7281,ZAR/Ton,ZAR,155,6823,JSE
2020/12/07,SOYB,May,2021,7381,ZAR/Ton,ZAR,182,6815,JSE
2020/12/04,SOYB,May,2021,7400,ZAR/Ton,ZAR,166,6765,JSE
2020/12/03,SOYB,May,2021,7375,ZAR/Ton,ZAR,78,6754,JSE
2020/12/02,SOYB,May,2021,7393,ZAR/Ton,ZAR,379,6736,JSE
2020/12/01,SOYB,May,2021,7470,ZAR/Ton,ZAR,209,6634,JSE
2020/11/30,SOYB,May,2021,7428,ZAR/Ton,ZAR,305,6608,JSE
2020/11/27,SOYB,May,2021,7412,ZAR/Ton,ZAR,303,6570,JSE
2020/11/26,SOYB,May,2021,7410,ZAR/Ton,ZAR,310,6556,JSE
2020/11/25,SOYB,May,2021,7545,ZAR/Ton,ZAR,1612,6494,JSE
2020/11/24,SOYB,May,2021,7610,ZAR/Ton,ZAR,328,6176,JSE
2020/11/23,SOYB,May,2021,7646,ZAR/Ton,ZAR,473,6104,JSE
2020/11/20,SOYB,May,2021,7636,ZAR/Ton,ZAR,632,5929,JSE
2020/11/19,SOYB,May,2021,7598,ZAR/Ton,ZAR,471,5862,JSE
2020/11/18,SOYB,May,2021,7562,ZAR/Ton,ZAR,204,5748,JSE
2020/11/17,SOYB,May,2021,7576,ZAR/Ton,ZAR,488,5682,JSE
2020/11/16,SOYB,May,2021,7520,ZAR/Ton,ZAR,467,5504,JSE
2020/11/13,SOYB,May,2021,7584,ZAR/Ton,ZAR,442,5496,JSE
2020/11/12,SOYB,May,2021,7573,ZAR/Ton,ZAR,442,5443,JSE
2020/11/11,SOYB,May,2021,7491,ZAR/Ton,ZAR,37,5291,JSE
2020/11/10,SOYB,May,2021,7341,ZAR/Ton,ZAR,430,5260,JSE
2020/11/09,SOYB,May,2021,7280,ZAR/Ton,ZAR,562,5171,JSE
2020/11/06,SOYB,May,2021,7312,ZAR/Ton,ZAR,123,4928,JSE
2020/11/05,SOYB,May,2021,7311,ZAR/Ton,ZAR,300,4909,JSE
2020/11/04,SOYB,May,2021,7303,ZAR/Ton,ZAR,185,4695,JSE
2020/11/03,SOYB,May,2021,7200,ZAR/Ton,ZAR,292,4620,JSE
2020/11/02,SOYB,May,2021,7211,ZAR/Ton,ZAR,456,4609,JSE
2020/10/30,SOYB,May,2021,7280,ZAR/Ton,ZAR,970,4464,JSE
2020/10/29,SOYB,May,2021,7210,ZAR/Ton,ZAR,647,4378,JSE
2020/10/28,SOYB,May,2021,7360,ZAR/Ton,ZAR,74,4277,JSE
2020/10/27,SOYB,May,2021,7368,ZAR/Ton,ZAR,245,4255,JSE
2020/10/26,SOYB,May,2021,7377,ZAR/Ton,ZAR,191,4200,JSE
2020/10/23,SOYB,May,2021,7321,ZAR/Ton,ZAR,263,4152,JSE
2020/10/22,SOYB,May,2021,7265,ZAR/Ton,ZAR,332,4126,JSE
2020/10/21,SOYB,May,2021,7242,ZAR/Ton,ZAR,476,4034,JSE
2020/10/20,SOYB,May,2021,7199,ZAR/Ton,ZAR,542,4003,JSE
2020/10/19,SOYB,May,2021,7118,ZAR/Ton,ZAR,118,3937,JSE
2020/10/16,SOYB,May,2021,7146,ZAR/Ton,ZAR,462,3917,JSE
2020/10/15,SOYB,May,2021,7127,ZAR/Ton,ZAR,461,3920,JSE
2020/10/14,SOYB,May,2021,7049,ZAR/Ton,ZAR,70,3805,JSE
2020/10/13,SOYB,May,2021,7026,ZAR/Ton,ZAR,103,3798,JSE
2020/10/12,SOYB,May,2021,7164,ZAR/Ton,ZAR,288,3770,JSE
2020/10/09,SOYB,May,2021,7060,ZAR/Ton,ZAR,232,3708,JSE
2020/10/08,SOYB,May,2021,7092,ZAR/Ton,ZAR,112,3671,JSE
2020/10/07,SOYB,May,2021,7098,ZAR/Ton,ZAR,168,3603,JSE
2020/10/06,SOYB,May,2021,7032,ZAR/Ton,ZAR,140,3529,JSE
2020/10/05,SOYB,May,2021,6909,ZAR/Ton,ZAR,128,3422,JSE
2020/10/02,SOYB,May,2021,6956,ZAR/Ton,ZAR,80,3360,JSE
2020/10/01,SOYB,May,2021,7020,ZAR/Ton,ZAR,341,3335,JSE
2020/09/30,SOYB,May,2021,6993,ZAR/Ton,ZAR,302,3231,JSE
2020/09/29,SOYB,May,2021,7118,ZAR/Ton,ZAR,322,3121,JSE
2020/09/28,SOYB,May,2021,7179,ZAR/Ton,ZAR,409,3013,JSE
2020/09/25,SOYB,May,2021,7090,ZAR/Ton,ZAR,129,2793,JSE
2020/09/23,SOYB,May,2021,7098,ZAR/Ton,ZAR,411,2751,JSE
2020/09/22,SOYB,May,2021,7088,ZAR/Ton,ZAR,447,2631,JSE
2020/09/21,SOYB,May,2021,7110,ZAR/Ton,ZAR,365,2370,JSE
2020/09/18,SOYB,May,2021,6981,ZAR/Ton,ZAR,182,2125,JSE
2020/09/17,SOYB,May,2021,6960,ZAR/Ton,ZAR,125,2034,JSE
2020/09/16,SOYB,May,2021,6876,ZAR/Ton,ZAR,156,1954,JSE
2020/09/15,SOYB,May,2021,6990,ZAR/Ton,ZAR,204,1875,JSE
2020/09/14,SOYB,May,2021,7000,ZAR/Ton,ZAR,261,1781,JSE
2020/09/11,SOYB,May,2021,6942,ZAR/Ton,ZAR,153,1640,JSE
2020/09/10,SOYB,May,2021,6885,ZAR/Ton,ZAR,96,1522,JSE
2020/09/09,SOYB,May,2021,6890,ZAR/Ton,ZAR,137,1468,JSE
2020/09/08,SOYB,May,2021,6888,ZAR/Ton,ZAR,110,1425,JSE
2020/09/07,SOYB,May,2021,6768,ZAR/Ton,ZAR,44,1349,JSE
2020/09/04,SOYB,May,2021,6820,ZAR/Ton,ZAR,14,1329,JSE
2020/09/03,SOYB,May,2021,6845,ZAR/Ton,ZAR,87,1325,JSE
2020/09/02,SOYB,May,2021,6760,ZAR/Ton,ZAR,25,1266,JSE
2020/09/01,SOYB,May,2021,6788,ZAR/Ton,ZAR,62,1243,JSE
2020/08/31,SOYB,May,2021,6800,ZAR/Ton,ZAR,76,1207,JSE
2020/08/28,SOYB,May,2021,6750,ZAR/Ton,ZAR,46,1183,JSE
2020/08/27,SOYB,May,2021,6700,ZAR/Ton,ZAR,54,1156,JSE
2020/08/26,SOYB,May,2021,6680,ZAR/Ton,ZAR,47,1122,JSE
2020/08/25,SOYB,May,2021,6650,ZAR/Ton,ZAR,40,1104,JSE
2020/08/24,SOYB,May,2021,6698,ZAR/Ton,ZAR,106,1092,JSE
2020/08/21,SOYB,May,2021,6760,ZAR/Ton,ZAR,51,1063,JSE
2020/08/20,SOYB,May,2021,6739,ZAR/Ton,ZAR,13,1026,JSE
2020/08/19,SOYB,May,2021,6770,ZAR/Ton,ZAR,26,1015,JSE
2020/08/18,SOYB,May,2021,6820,ZAR/Ton,ZAR,89,1000,JSE
2020/08/17,SOYB,May,2021,6780,ZAR/Ton,ZAR,296,936,JSE
2020/08/14,SOYB,May,2021,6752,ZAR/Ton,ZAR,188,889,JSE
2020/08/13,SOYB,May,2021,6728,ZAR/Ton,ZAR,88,730,JSE
2020/08/12,SOYB,May,2021,6625,ZAR/Ton,ZAR,34,671,JSE
2020/08/11,SOYB,May,2021,6680,ZAR/Ton,ZAR,32,644,JSE
2020/08/07,SOYB,May,2021,6699,ZAR/Ton,ZAR,60,624,JSE
2020/08/06,SOYB,May,2021,6650,ZAR/Ton,ZAR,20,592,JSE
2020/08/05,SOYB,May,2021,6600,ZAR/Ton,ZAR,37,580,JSE
2020/08/04,SOYB,May,2021,6640,ZAR/Ton,ZAR,46,554,JSE
2020/08/03,SOYB,May,2021,6605,ZAR/Ton,ZAR,53,523,JSE
2020/07/31,SOYB,May,2021,6500,ZAR/Ton,ZAR,29,482,JSE
2020/07/30,SOYB,May,2021,6400,ZAR/Ton,ZAR,21,466,JSE
2020/07/29,SOYB,May,2021,6290,ZAR/Ton,ZAR,0,451,JSE
2020/07/28,SOYB,May,2021,6340,ZAR/Ton,ZAR,15,451,JSE
2020/07/27,SOYB,May,2021,6400,ZAR/Ton,ZAR,0,439,JSE
2020/07/24,SOYB,May,2021,6420,ZAR/Ton,ZAR,28,439,JSE
2020/07/23,SOYB,May,2021,6300,ZAR/Ton,ZAR,12,418,JSE
2020/07/22,SOYB,May,2021,6300,ZAR/Ton,ZAR,0,406,JSE
2020/07/21,SOYB,May,2021,6312,ZAR/Ton,ZAR,22,406,JSE
2020/07/20,SOYB,May,2021,6300,ZAR/Ton,ZAR,22,401,JSE
2020/07/17,SOYB,May,2021,6230,ZAR/Ton,ZAR,0,383,JSE
2020/07/16,SOYB,May,2021,6230,ZAR/Ton,ZAR,12,383,JSE
2020/07/15,SOYB,May,2021,6250,ZAR/Ton,ZAR,1,371,JSE
2020/07/14,SOYB,May,2021,6260,ZAR/Ton,ZAR,13,370,JSE
2020/07/13,SOYB,May,2021,6264,ZAR/Ton,ZAR,5,361,JSE
2020/07/10,SOYB,May,2021,6370,ZAR/Ton,ZAR,4,356,JSE
2020/07/09,SOYB,May,2021,6370,ZAR/Ton,ZAR,0,353,JSE
2020/07/08,SOYB,May,2021,6370,ZAR/Ton,ZAR,0,353,JSE
2020/07/07,SOYB,May,2021,6370,ZAR/Ton,ZAR,8,353,JSE
2020/07/06,SOYB,May,2021,6350,ZAR/Ton,ZAR,4,349,JSE
2020/07/03,SOYB,May,2021,6300,ZAR/Ton,ZAR,0,347,JSE
